
question_id,question,options,answer,answer_index,cot_content,category,src,question_ja
764,Of what is individual freedom to schedule work an example?,"['Job design' 'Job planning' 'Job specification' 'Job satisfaction'
 'Job rate' 'Job security' 'Job enrichment' 'Job analysis'
 'Job evaluation' 'Job rotation']",G,6,,business,ori_mmlu-management,仕事のスケジュールを個人の裁量で決められることは何の例ですか
498,"AIDA stands for awareness, ________, desire and _________.","['Intensity; appeal.' 'Interest; achievement.' 'Interest; appeal.'
 'Involvement; appeal.' 'Involvement; action.' 'Intensity; action.'
 'Importance; action.' 'Inclusion; action.' 'Involvement; adjustment.'
 'Interest; action.']",J,9,,business,ori_mmlu-marketing,AIDAは認知、_______、欲求、_______の略である
763,What are the key characteristics of transactional leaders?,"['Guiding, demonstrating and motivating'
 'Guiding, commanding and motivating'
 'Demonstrating, mentoring and guiding'
 'Guiding, mentoring and motivating'
 'Mentoring, demonstrating and commanding'
 'Demonstrating, commanding and guiding'
 'Guiding, commanding and demonstrating'
 'Commanding, mentoring and motivating'
 'Commanding, demonstrating and motivating'
 'Guiding, mentoring and demonstrating']",D,3,,business,ori_mmlu-management,取引型リーダーの主な特徴は何ですか
4782,Taphonomy is:,"['the study of plant and animal life from a particular period in history.'
 'a study of the spatial relationships among artifacts, ecofacts, and features.'
 'the study of human behavior and culture.'
 'a technique to determine the age of artifacts based on their position in the soil.'
 'a dating technique based on the decay of a radioactive isotope of bone.'
 'a study of the relationships between humans and their environment.'
 'a systematic classification based on similarities and differences.'
 'a technique used to identify the materials an artifact is made from.'
 'the study of how materials ended up in a particular place.']",I,8,,history,ori_mmlu-prehistory,タフォノミーとは
4870,Homo erectus was:,"['a stable, long-lived species.'
 'the first hominid to stand “erect” and walk upright.'
 'a hominid species that was completely herbivorous.'
 'the first hominid to develop agriculture.'
 'an unsuccessful, short-lived species.'
 'a hominid species that lived primarily in trees.'
 'a species that coexisted with modern humans.'
 'the first hominid to develop complex language.'
 'the first hominid to make and use stone tools.']",A,0,,history,ori_mmlu-prehistory,ホモ・エレクトスとはどのような人類ですか
4874,The Younger Dryas was:,"['a period of environmental change that caused humans to temporarily abandon much of northern Europe.'
 'a warming period at the end of the Pleistocene.'
 'a period of glacial expansion between 12,900 and 11,600 years ago.'
 'a period of heavy meteorite impact causing a mass extinction event.'
 'a period of significant volcanic activity that led to a global cooling.'
 'a period of glacial retreat between 10,900 and 9,000 years ago.'
 'a cooling period that occurred during the Jurassic period.'
 'a period of rapid desertification in northern Africa.'
 'a period of glacial retreat that marked the beginning of the Holocene epoch.'
 'a period of glacial expansion during the Miocene epoch.']",C,2,,history,ori_mmlu-prehistory,ヤンガー・ドリアス期とは何でしたか
4735,Clovis points are NOT found in:,['Canada.' 'Mexico.' 'the continental United States.' 'Alaska.'],D,3,,history,ori_mmlu-prehistory,クローヴィス・ポイントが見つかっていない場所はどこですか
4758,Opportunistic foraging involves:,"['increased use of imported or ""exotic"" materials'
 'strict dietary restrictions and limitations.'
 'careful planning and scheduling.'
 'reliance on food storage and preservation.'
 'focusing on one specific type of food source.'
 'hunting large game animals.' 'farming and cultivation of crops.'
 'reliance on steady sources of food such as shellfish.' 'little planning'
 'using advanced tools and techniques.']",I,8,,history,ori_mmlu-prehistory,機会的採集とは何を伴いますか
4908,Inca architecture is noted for its:,"['focus on creating intricate geometric patterns.'
 'construction of structures exclusively on hilltops.'
 'employment of advanced hydraulic systems.'
 'incorporation of wood, earth, and stone.'
 'reliance on natural materials such as leaves and vines.'
 'extensive use of glass and metal.' 'use of the vaulted arch.'
 'unprecedented size and sophistication.'
 'use of circular designs in most structures.'
 'precise jigsaw-like stone masonry.']",J,9,,history,ori_mmlu-prehistory,インカ建築は何で知られていますか
5003,The Egyptian system of hieroglyphics:,"['was a simple form of writing with one symbol representing one word'
 'all of the above' 'appears to have developed suddenly'
 'did not use pictographs' 'was borrowed from the Sumerians'
 'was only deciphered in the 20th century'
 'was only used for religious texts'
 'was replaced by the Latin alphabet during the Roman period'
 'was the earliest form of writing in the world'
 'was only used by the royal family']",C,2,,history,ori_mmlu-prehistory,エジプトのヒエログリフ体系は
4757,When did the first pharaohs emerge in Egypt?,['3100 B.P.' '4100 B.P.' '5100 B.P.' '6100 B.P.'],C,2,,history,ori_mmlu-prehistory,エジプトで最初のファラオが現れたのはいつですか
4703,The earliest-known use of bronze is found in:,"['China.' 'Africa.' 'Australia.' 'North America.' 'South America.'
 'Europe.' 'Antarctica.' 'Greece.' 'the Indus Valley.']",A,0,,history,ori_mmlu-prehistory,最古の青銅の使用が見つかっているのはどこですか
4779,Machu Picchu was built in the mountains as a:,"['monument for an Inca king.' 'hunting ground for Inca rulers.'
 'relaxing getaway for elites.' 'military training base.'
 'defensive stronghold.' 'prison for political enemies.'
 'site for agricultural experiments.' 'trade center for the Inca Empire.'
 'shrine to the Inca rain god.' 'astronomical observatory.']",C,2,,history,ori_mmlu-prehistory,マチュピチュは山中に何として建てられましたか
5013,"Among the Inca, human sacrifice was preceded by:","['elite-sponsored feasts in which captives of war were beheaded.'
 'public humiliation, forced labor, and consumption of hallucinogenic plants.'
 'ritualistic battles, consumption of coca leaves, and bloodletting.'
 'communal feasts and the torture of captives to be sacrificed.'
 'improved diet, forced labor, and the use of coca leaves.'
 'ritual fasting, solitary confinement, and the use of psychedelic substances.'
 'physical punishment, fasting, and ritualistic dances.'
 'elite-sponsored feasts where captives of war were forced to fight to death.'
 'ritual starvation, torture, and blood sacrifice.'
 'improved diet, the use of coca leaves, and consumption of maize beer.']",J,9,,history,ori_mmlu-prehistory,インカにおいて人身供犠の前に行われたのは何ですか
5012,The Pleistocene epoch lasted until how long ago?,"['500,000 years' '50,000 years' '200,000 years' '2,000 years'
 '100,000 years' '1,000,000 years' '1,000 years' '5,000 years'
 '20,000 years' '10,000 years']",J,9,,history,ori_mmlu-prehistory,更新世はいつまで続きましたか
4843,Where did the world's first civilization develop?,"['Egypt' 'Western Europe' 'North America' 'South America' 'Eastern China'
 'Australia' 'Northern Africa' 'Southern India' 'Crete' 'Mesopotamia']",J,9,,history,ori_mmlu-prehistory,世界最初の文明はどこで発展しましたか
4711,Which of the following indicates a primary context?,"['the discovery of an artifact in a museum or private collection'
 'an archaeological site found underwater'
 'a site where artifacts have been intentionally buried for preservation'
 'all of the above'
 'a site where artifacts have been moved and rearranged by humans or natural forces'
 'the presence of artifacts in a location due to trade or migration'
 'all except D'
 'the existence of a cache or collection of artifacts found where they were left'
 'artifacts, ecofacts, and bone exposed on the ground surface by erosion']",H,7,,history,ori_mmlu-prehistory,次のうち一次文脈を示すものはどれですか
4786,Which is true of the origins of Minoan civilization?,"['Minoan civilization was the result of a merger between ancient Greek and Persian cultures.'
 'Crete was colonized by the Egyptians, who called the island ""Minoa.""'
 'Minoan culture was a direct offshoot of the ancient Sumerian civilization.'
 'The Minoans were a splinter group of the ancient Indus Valley Civilization.'
 'Early humans crossed a land bridge to Crete around 150,000 B.P. and gradually became Minoans.'
 'The Minoans were descendants of the ancient Chinese who migrated to Crete.'
 'Crete was originally populated by the Romans, who then developed into the Minoans.'
 'Cretan culture was a mix of Egyptian and Mesopotamian elements.'
 'Crete was populated by Greeks and others, but Minoan culture was a local development.'
 'Minoan civilization was brought to Crete by the Phoenicians.']",I,8,,history,ori_mmlu-prehistory,ミノア文明の起源について正しいのはどれですか
4907,Which tool technology is associated with Neandertals?,"['both a and b' 'Clovis' 'Gravettian' 'Mousterian' 'Acheulean'
 'Aurignacian' 'both b and c' 'Solutrean' 'both c and e' 'Oldowan']",D,3,,history,ori_mmlu-prehistory,ネアンデルタール人に関連する石器技術はどれですか
5004,Homo erectus differed from Homo habilis in which way?,"['Erectus was not bipedal.' 'Erectus was not capable of using tools.'
 'Erectus was primarily herbivorous.'
 'Erectus fossils are found only in Africa.'
 'Erectus possessed a larger brain.'
 'Erectus was a relatively short-lived species.'
 'Erectus had smaller body size.'
 'Erectus fossils are found only in Europe.'
 'Erectus possessed a smaller brain.' 'Erectus had shorter lifespan.']",E,4,,history,ori_mmlu-prehistory,ホモ・エレクトスはホモ・ハビリスとどのように異なりますか
4737,There is evidence that premodern Homo sapiens existed:,"['500,000 to 100,000 years ago.' '800,000 to 200,000 years ago.'
 '200,000 to 50,000 years ago.' '700,000 to 40,000 years ago.'
 '600,000 to 30,000 years ago.' '100,000 to 10,000 years ago.'
 '1,000,000 to 500,000 years ago.' '900,000 to 10,000 years ago.'
 '400,000 to 10,000 years ago.' '300,000 to 20,000 years ago.']",E,4,,history,ori_mmlu-prehistory,旧人類のホモ・サピエンスが存在した証拠はどこにありますか
4932,How were the royal cemeteries of the Moche discovered?,"['A forest fire burned away the dense vegetation that concealed the cemetery.'
 'Thieves raiding the tombs were caught by the police.'
 'Archaeologists discovered an exact replica of the city in the map room.'
 'The cemeteries were revealed after a massive earthquake.'
 'A flock of sheep that had been living there fell into a tomb.'
 'A local farmer stumbled upon the tombs while tilling his field.'
 'Local legends led archaeologists to the exact location of the cemeteries.'
 'A drought caused the water level to decrease, revealing the tombs.'
 'They were discovered during an archaeological expedition funded by the government.'
 'The cemeteries were accidentally discovered during a construction project.']",B,1,,history,ori_mmlu-prehistory,モチェの王族墓地はどのように発見されましたか
4967,From which of the following primates do humans descend?,"['bonobos' 'orangutans' 'gibbons' 'chimpanzees' 'baboons' 'gorillas'
 'capuchin monkeys' 'lemurs' 'tarsiers' 'none of the above']",J,9,,history,ori_mmlu-prehistory,人類は次のどの霊長類から進化しましたか
4739,The Maya derived their writing and mathematics from the:,"['Aztecs.' 'Greeks.' 'Sumerians.' 'Chavin.' 'Chinese.' 'Olmec.'
 'Egyptians.' 'Romans.' 'Inca.' 'Mesopotamians.']",F,5,,history,ori_mmlu-prehistory,マヤはその文字と数学をどこから取り入れましたか
5011,On which continent are most of the Venus figurines found?,"['Antarctica' 'Africa' 'Middle East' 'Asia' 'Australia' 'Oceania'
 'South America' 'Central America' 'Europe' 'North America']",I,8,,history,ori_mmlu-prehistory,ヴィーナス像の大部分が発見される大陸はどこですか
4868,"In 1797, John Frere made a discovery that he described as:","['a new type of metal alloy.' 'the earliest written documents.'
 ""the remains of a massive wooden ship believed to be Noah's Ark.""
 'animal remains scattered on the surface of the ground.'
 'the ruins of an ancient civilization under the sea.'
 'fossils of a previously unknown dinosaur species.'
 'cave paintings depicting ancient hunting scenes.'
 'human skulls with ape-like features.'
 'primitive stone tools excavated at great depth.'
 'a hidden underground city.']",I,8,,history,ori_mmlu-prehistory,1797年、ジョン・フレアはどのような発見をしたと述べましたか
4971,The Aztec Empire was based on the systematic expansion of:,"['a vast network of roads and trade routes.'
 'the expansion and control of waterways for transportation and irrigation.'
 'the cultivation and trade of cacao and maize.'
 'religious beliefs that required extensive and escalating human sacrifice.'
 'tribute in the form of gold, jade, feathers, cloth, and jewels.'
 'the establishment of colonies in unexplored territories.'
 'ceramic production, a distinctive architectural style, and artistic expression.'
 'farming techniques such as terracing and irrigation.'
 'a strict caste system that promoted social stratification.'
 'oppressive social and religious control based on military conquest.']",E,4,,history,ori_mmlu-prehistory,アステカ帝国は何の体系的拡大に基づいていましたか
4862,When did Aborigines occupy the harsh interior of Australia?,"['40,000–45,000 years ago' '60,000–65,000 years ago'
 '70,000–75,000 years ago' '15,000–20,000 years ago'
 '10,000–12,000 years ago' '30,000–35,000 years ago'
 '50,000–55,000 years ago' '25,000–30,000 years ago'
 '35,000–40,000 years ago' '20,000–25,000 years ago']",J,9,,history,ori_mmlu-prehistory,アボリジニがオーストラリアの厳しい内陸部に住み始めたのはいつですか
